Age,Gender,Race,Domestic,Country,State,Program,Status,Index
32,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted,983
18,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted,984
31,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted,985
26,Female,Asian; White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted,986
42,Male,Black or African American,Domestic,United States,Pennsylvania,Liberal Studies (MA),Unsubmitted,987
22,Female,White,Domestic,United States,Mississippi,Liberal Studies (MA),Unsubmitted,988
25,Male,White,Domestic,United States,Ohio,Liberal Studies (MA),Unsubmitted,989
48,Female,Black or African American,Domestic,United States,Virginia,Liberal Studies (MA),Submitted App,990
31,Female,White,Domestic,United States,Florida,Liberal Studies (MA),Admit,991
66,Male,White,Domestic,United States,California,Liberal Studies (MA),Admit,992
37,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Coming,993
30,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Coming,994
61,Female,Black or African American,Domestic,United States,New Jersey,Liberal Studies (MA),Admit-Coming,995
23,Female,Asian,Domestic,United States,New Jersey,Liberal Studies (MA),Not Coming (Fall),996
36,Male,Black or African American,International,Nigeria,Lagos,Mathematical Sciences (MS),Submitted App,997
22,Female,Asian,International,Canada,Ontario,Mathematical Sciences (MS),Submitted App,998
34,Female,Asian,International,Bangladesh,None Listed,Mathematical Sciences (MS),Submitted App,999
21,Male,White,Domestic,United States,Connecticut,Mathematical Sciences (MS),Incomplete,1000
23,Male,Asian,International,India,Maharashtra,Mathematical Sciences (MS),Incomplete,1001
21,Male,None Listed,International,United Kingdom,None Listed,Mathematical Sciences (MS),Incomplete,1002
29,Female,Asian,International,Bangladesh,Dhaka Division,Mathematical Sciences (MS),Admit,1003
27,Female,White,International,Netherlands,North Holland,Mathematical Sciences (MS),Not Coming (Fall),1004
38,Female,Black or African American,International,Malawi,Not Specified,Prevention Science (MS),Incomplete,1005
22,Female,Asian,International,Canada,British Columbia,Prevention Science (MS),Incomplete,1006
23,Female,Black or African American,International,Ghana,Accra,Prevention Science (MS),Incomplete,1007
20,Female,Black or African American,Domestic,United States,Minnesota,Prevention Science (MS),Incomplete,1008
21,Female,Hispanic or Latino,Domestic,United States,New Hampshire,Prevention Science (MS),Incomplete,1009
24,Female,White,Domestic,United States,New Jersey,Prevention Science (MS),Incomplete,1010
23,Female,Black or African American; White,Domestic,United States,Indiana,Prevention Science (MS),Incomplete,1011
25,Female,Asian,International,Canada,British Columbia,Prevention Science (MS),Incomplete,1012
28,Male,Black or African American,International,Nigeria,Federal Capital Territory,Prevention Science (MS),Incomplete,1013
24,Female,White,Domestic,United States,South Carolina,Prevention Science (MS),Incomplete,1014
21,Female,Asian,Domestic,Hong Kong,None Listed,Prevention Science (MS),Incomplete,1015
38,Female,Black or African American,International,Kenya,Nairobi,Prevention Science (MS),Incomplete,1016
43,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Unsubmitted,1017
33,Female,Black or African American,International,Ghana,Greater Accra,Prevention Science (PHD),Unsubmitted,1018
30,Female,Hispanic or Latino; White,Domestic,United States,New York,Prevention Science (PHD),Unsubmitted,1019
24,Female,White,Domestic,United States,Virginia,Prevention Science (PHD),Unsubmitted,1020
26,Male,White,Domestic,United States,New York,Prevention Science (PHD),Unsubmitted,1021
26,Male,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Unsubmitted,1022
42,Male,None Listed,Domestic,United States,North Carolina,Prevention Science (PHD),Submitted App,1023
57,Female,Black or African American,Domestic,United States,Pennsylvania,Prevention Science (PHD),Submitted App,1024
35,Male,Black or African American,International,Nigeria,Plateau,Prevention Science (PHD),Incomplete,1025
39,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1026
42,Male,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1027
40,Male,Black or African American,International,Nigeria,Kogi,Prevention Science (PHD),Incomplete,1028
35,Female,Black or African American,International,Bahamas,None Listed,Prevention Science (PHD),Incomplete,1029
31,Female,Asian,International,India,None Listed,Prevention Science (PHD),Incomplete,1030
26,Female,Black or African American,International,Nigeria,Delta,Prevention Science (PHD),Incomplete,1031
40,Male,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1032
28,Female,Asian,International,United States,New York,Prevention Science (PHD),Incomplete,1033
40,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1034
27,Female,Asian,Domestic,United States,New York,Prevention Science (PHD),Incomplete,1035
47,Female,White,Domestic,United States,New York,Prevention Science (PHD),Incomplete,1036
23,Female,Asian,International,United States,New Jersey,Prevention Science (PHD),Incomplete,1037
32,Male,Black or African American,International,Nigeria,Lagos,Prevention Science (PHD),Incomplete,1038
21,Male,White,Domestic,United States,New York,Prevention Science (PHD),Incomplete,1039
26,Male,Asian,International,United States,North Carolina,Prevention Science (PHD),Incomplete,1040
27,Male,White,Domestic,United States,Arizona,Prevention Science (PHD),Incomplete,1041
28,Female,White,Domestic,United States,Massachusetts,Prevention Science (PHD),Incomplete,1042
21,Female,Black or African American,Domestic,United States,Illinois,Prevention Science (PHD),Incomplete,1043
21,Female,Asian,Domestic,United States,Indiana,Prevention Science (PHD),Incomplete,1044
23,Female,Asian; White,Domestic,United States,New York,Prevention Science (PHD),Incomplete,1045
46,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1046
27,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1047
29,Female,Asian,Domestic,United States,New York,Prevention Science (PHD),Incomplete,1048
28,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1049
27,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1050
29,Male,White,Domestic,None Listed,None Listed,Prevention Science (PHD),Incomplete,1051
26,Female,Black or African American,International,United States,None Listed,Prevention Science (PHD),Incomplete,1052
22,Female,Asian,International,Canada,Ontario,Prevention Science (PHD),Incomplete,1053
21,Female,White,Domestic,United States,New York,Prevention Science (PHD),Incomplete,1054
22,Female,White,Domestic,United States,Ohio,Prevention Science (PHD),Incomplete,1055
28,Female,Black or African American,International,Qatar,Doha,Prevention Science (PHD),Incomplete,1056
34,Female,None Listed,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete,1057
29,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Admit,1058
49,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Admit-Coming,1059
26,Female,White,International,"Iran, Islamic Republic Of",Tehran,Prevention Science (PHD),Admit-Coming,1060
47,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Not Coming (Fall),1061
32,Female,White,Domestic,United States,Pennsylvania,Prevention Science (PHD),Admit,1062
25,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1063
24,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1064
22,Female,Black or African American; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1065
22,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1066
23,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1067
36,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1068
22,Female,White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Unsubmitted,1069
29,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1070
21,Female,White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Unsubmitted,1071
23,Male,Asian,International,China,None Listed,Psychology: Psychological Sciences (MA),Unsubmitted,1072
28,Male,Asian,International,Bangladesh,None Listed,Psychology: Psychological Sciences (MA),Unsubmitted,1073
22,Female,White,Domestic,United States,Florida,Psychology: Psychological Sciences (MA),Unsubmitted,1074
25,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1075
23,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1076
21,Female,Asian,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Unsubmitted,1077
22,Female,White,Domestic,United States,Alabama,Psychology: Psychological Sciences (MA),Unsubmitted,1078
22,Female,Asian,International,China,Beijing,Psychology: Psychological Sciences (MA),Unsubmitted,1079
21,Female,Asian,International,Canada,Quebec,Psychology: Psychological Sciences (MA),Unsubmitted,1080
25,Male,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1081
24,Male,Hispanic or Latino; White,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Unsubmitted,1082
22,Female,White,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Unsubmitted,1083
54,Male,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1084
22,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1085
24,Female,Asian,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Unsubmitted,1086
23,Female,Black or African American,Domestic,United States,Ohio,Psychology: Psychological Sciences (MA),Unsubmitted,1087
21,Female,White,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Unsubmitted,1088
22,Male,None Listed,International,United States,California,Psychology: Psychological Sciences (MA),Unsubmitted,1089
23,Female,Black or African American,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Unsubmitted,1090
30,Female,Hispanic or Latino,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Unsubmitted,1091
24,Female,Asian,International,Mexico,Nuevo Leon,Psychology: Psychological Sciences (MA),Unsubmitted,1092
22,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1093
37,Female,American Indian or Alaska Native; Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1094
20,Female,Asian,Domestic,India,Karnataka,Psychology: Psychological Sciences (MA),Submitted App,1095
21,Male,Hispanic or Latino,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Submitted App,1096
18,Female,White,International,Sweden,None Listed,Psychology: Psychological Sciences (MA),Submitted App,1097
25,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1098
21,Male,Asian,International,"Iran, Islamic Republic Of",None Listed,Psychology: Psychological Sciences (MA),Submitted App,1099
20,Female,Asian,Domestic,India,Haryana,Psychology: Psychological Sciences (MA),Submitted App,1100
21,Male,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1101
31,Male,White,International,"Iran, Islamic Republic Of",West Azarbaijan,Psychology: Psychological Sciences (MA),Submitted App,1102
25,Male,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1103
27,Female,Asian,International,China,Beijin,Psychology: Psychological Sciences (MA),Submitted App,1104
22,Male,Black or African American,Domestic,United States,Illinois,Psychology: Psychological Sciences (MA),Submitted App,1105
26,Female,Black or African American,International,United States,None Listed,Psychology: Psychological Sciences (MA),Submitted App,1106
23,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1107
25,Female,Black or African American,International,Ghana,None Listed,Psychology: Psychological Sciences (MA),Submitted App,1108
27,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1109
36,Male,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1110
33,Female,Black or African American,International,Ghana,Greater Accra,Psychology: Psychological Sciences (MA),Incomplete,1111
28,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1112
25,Female,Asian,International,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1113
23,Female,American Indian or Alaska Native,Domestic,United States,Oklahoma,Psychology: Psychological Sciences (MA),Incomplete,1114
20,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1115
23,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1116
22,Female,White,International,Qatar,None Listed,Psychology: Psychological Sciences (MA),Incomplete,1117
22,Female,None Listed,International,India,None Listed,Psychology: Psychological Sciences (MA),Incomplete,1118
32,Female,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1119
22,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1120
22,Male,Black or African American,Domestic,United States,Virginia,Psychology: Psychological Sciences (MA),Incomplete,1121
21,Male,Black or African American; Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1122
26,Male,Asian,International,"Korea, Republic of",None Listed,Psychology: Psychological Sciences (MA),Incomplete,1123
23,Female,Black or African American,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Incomplete,1124
21,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1125
24,Male,Asian; White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Incomplete,1126
25,Female,Asian; White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1127
23,Female,Asian,International,"Iran, Islamic Republic Of",Yazd,Psychology: Psychological Sciences (MA),Incomplete,1128
30,Female,White,International,"Iran, Islamic Republic Of",Isfahan,Psychology: Psychological Sciences (MA),Incomplete,1129
22,Female,Asian,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Incomplete,1130
30,Female,Asian,International,China,None Listed,Psychology: Psychological Sciences (MA),Incomplete,1131
20,Female,Asian,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1132
23,Female,Black or African American,International,Ghana,Accra,Psychology: Psychological Sciences (MA),Incomplete,1133
21,Female,White,Domestic,United States,Nebraska,Psychology: Psychological Sciences (MA),Incomplete,1134
20,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1135
21,Male,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1136
22,Male,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1137
20,Female,White,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Incomplete,1138
22,Female,White,Domestic,United States,Illinois,Psychology: Psychological Sciences (MA),Incomplete,1139
22,Female,White,Domestic,United States,District of Columbia,Psychology: Psychological Sciences (MA),Incomplete,1140
25,Female,White,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Incomplete,1141
20,Male,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1142
22,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1143
27,Male,White,Domestic,United States,Arizona,Psychology: Psychological Sciences (MA),Incomplete,1144
21,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1145
23,Female,Asian,Domestic,United States,California,Psychology: Psychological Sciences (MA),Incomplete,1146
21,Female,White,International,United States,Indiana,Psychology: Psychological Sciences (MA),Incomplete,1147
25,Female,White,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Incomplete,1148
29,Male,None Listed,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1149
21,Female,White,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Incomplete,1150
25,Female,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1151
24,Female,White,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Incomplete,1152
22,Female,White,International,Canada,Quebec,Psychology: Psychological Sciences (MA),Incomplete,1153
21,Female,Asian; Black or African American,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1154
22,Female,Asian,International,Canada,British Columbia,Psychology: Psychological Sciences (MA),Incomplete,1155
22,Female,Asian,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Incomplete,1156
25,Female,Asian,Domestic,United States,Michigan,Psychology: Psychological Sciences (MA),Incomplete,1157
21,Female,Black or African American,International,United States,Florida,Psychology: Psychological Sciences (MA),Incomplete,1158
22,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1159
24,Female,Asian,Domestic,United States,California,Psychology: Psychological Sciences (MA),Incomplete,1160
22,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1161
21,Female,White,Domestic,United States,Texas,Psychology: Psychological Sciences (MA),Incomplete,1162
21,Female,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1163
21,Female,White,Domestic,United States,Florida,Psychology: Psychological Sciences (MA),Incomplete,1164
22,Female,White,Domestic,United States,North Carolina,Psychology: Psychological Sciences (MA),Incomplete,1165
32,Female,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1166
41,Female,White,Domestic,United States,Maryland,Psychology: Psychological Sciences (MA),Incomplete,1167
23,Female,Asian; White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete,1168
21,Female,White,Domestic,United States,California,Psychology: Psychological Sciences (MA),Incomplete,1169
25,Female,White,Domestic,United States,Texas,Psychology: Psychological Sciences (MA),Incomplete,1170
20,Female,Black or African American,Domestic,United States,Minnesota,Psychology: Psychological Sciences (MA),Incomplete,1171
21,Female,Asian,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Incomplete,1172
23,Female,Asian,International,China,Zhejiang,Psychology: Psychological Sciences (MA),Incomplete,1173
21,Male,White,Domestic,United States,Michigan,Psychology: Psychological Sciences (MA),Incomplete,1174
35,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1175
22,Female,White,Domestic,United States,Maryland,Psychology: Psychological Sciences (MA),Incomplete,1176
24,Male,White,Domestic,United States,Louisiana,Psychology: Psychological Sciences (MA),Incomplete,1177
38,Female,Black or African American,International,Kenya,Nairobi,Psychology: Psychological Sciences (MA),Incomplete,1178
22,Female,White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Incomplete,1179
30,Female,Black or African American,International,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete,1180
22,Female,Asian,International,Canada,Ontario,Psychology: Psychological Sciences (MA),Incomplete,1181
21,Female,White,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Incomplete,1182
21,Female,White,Domestic,United States,Virginia,Psychology: Psychological Sciences (MA),Admit,1183
21,Female,Asian,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Admit,1184
22,Female,Asian,International,India,Delhi,Psychology: Psychological Sciences (MA),Admit-Coming,1185
26,Female,White,Domestic,United States,Ohio,Psychology: Psychological Sciences (MA),Admit-Coming,1186
34,Male,Black or African American,International,Nigeria,,Psychology: Psychological Sciences (MA),Admit-Coming,1187
25,Female,Black or African American,International,Zimbabwe,Harare,Psychology: Psychological Sciences (MA),Admit-Coming,1188
21,Female,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted,1189
38,Male,White,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Unsubmitted,1190
27,Male,White,Domestic,United States,Illinois,"Public Administration, Executive Program (MPA)",Unsubmitted,1191
42,Male,None Listed,Domestic,United States,North Carolina,"Public Administration, Executive Program (MPA)",Submitted App,1192
42,Male,Asian,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Submitted App,1193
51,Female,White,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Submitted App,1194
53,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Submitted App,1195
47,Male,Asian,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Admit,1196
52,Male,Black or African American,Domestic,United States,Pennsylvania,"Public Administration, Executive Program (MPA)",Admit-Coming,1197
26,Male,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Admit-Coming,1198
31,Female,White,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Admit-Coming,1199
57,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Not Coming (Fall),1200
43,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Not Coming (Fall),1201
43,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Not Coming (Fall),1202
31,Female,White,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Unsubmitted,1203
28,Male,White,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Unsubmitted,1204
23,Male,Black or African American,International,Nigeria,Ogun,Public Administration - On Campus (MPA),Unsubmitted,1205
22,Male,White,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Unsubmitted,1206
21,Female,White,Domestic,United States,Kentucky,Public Administration - On Campus (MPA),Unsubmitted,1207
24,Male,White,International,Turkey,AVCILAR,Public Administration - On Campus (MPA),Unsubmitted,1208
32,Female,Asian,Domestic,United States,District of Columbia,Public Administration - On Campus (MPA),Unsubmitted,1209
32,Male,Black or African American,International,Nigeria,Oyo,Public Administration - On Campus (MPA),Unsubmitted,1210
34,Female,Black or African American,International,Kenya,Bungoma,Public Administration - On Campus (MPA),Unsubmitted,1211
27,Female,Black or African American,Domestic,United States,None Listed,Public Administration - On Campus (MPA),Unsubmitted,1212
38,Male,Black or African American,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Unsubmitted,1213
27,Male,Black or African American,International,Guinea,Conakry,Public Administration - On Campus (MPA),Submitted App,1214
32,Male,White,Domestic,United States,Alabama,Public Administration - On Campus (MPA),Submitted App,1215
37,Male,Black or African American,International,Ghana,Ashanti,Public Administration - On Campus (MPA),Submitted App,1216
32,Male,Asian,International,Afghanistan,Paktya,Public Administration - On Campus (MPA),Submitted App,1217
35,Male,Black or African American,International,Ghana,Greater Accra,Public Administration - On Campus (MPA),Incomplete,1218
32,Female,White,Domestic,United States,New Mexico,Public Administration - On Campus (MPA),Incomplete,1219
23,Female,White,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Incomplete,1220
21,Male,White,Domestic,United States,Michigan,Public Administration - On Campus (MPA),Incomplete,1221
33,Male,Black or African American,International,United States,New York,Public Administration - On Campus (MPA),Incomplete,1222
29,Female,White,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Admit,1223
22,Female,White,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Admit,1224
25,Female,White,Domestic,United States,Colorado,Public Administration - On Campus (MPA),Admit,1225
25,Female,White,Domestic,United States,New York,Public Administration - On Campus (MPA),Admit,1226
50,Male,Black or African American,International,Nigeria,Lagos,Public Administration - On Campus (MPA),Admit-Coming,1227
28,Male,Black or African American,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Admit-Coming,1228
28,Male,White,Domestic,United States,New York,Public Administration - On Campus (MPA),Admit-Coming,1229
27,Female,Black or African American,International,Ghana,None Listed,Public Administration - On Campus (MPA),Admit-Coming,1230
31,Male,Black or African American,International,Ghana,Volta Region,Public Administration - On Campus (MPA),Admit-Coming,1231
24,Female,Asian,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Admit-Coming,1232
23,Female,Asian,International,India,Gujarat,Public Affairs/Community Development (MS),Unsubmitted,1233
25,Female,White,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Unsubmitted,1234
22,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Unsubmitted,1235
