Index,Age (Birthdate),Gender,Race,Domestic or INTL Applicant,Mailing Country,Mailing State/Province,Program Selection: Program Selection Name,Admissions Status
535,23,Male,Black or African American,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted
551,42,Male,White,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted
570,48,Female,Asian,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted
589,27,Male,Asian,Domestic,United States,New Jersey,Data Science (MS),Unsubmitted
488,23,Female,None Listed,Domestic,United States,None Listed,Data Science (MS),Unsubmitted
597,24,Male,Black or African American,International,United States,Oregon,Data Science (MS),Unsubmitted
489,21,Female,Asian,Domestic,United States,Texas,Data Science (MS),Unsubmitted
853,25,Female,Asian,International,Bangladesh,None Listed,English (MA),Unsubmitted
851,31,Male,Black or African American,International,Nigeria,Federal Capital Territory,English (MA),Unsubmitted
856,41,Male,Black or African American,International,"Tanzania, United Republic of",None Listed,English (MA),Unsubmitted
847,24,Female,White,Domestic,United States,Connecticut,English (MA),Unsubmitted
846,26,Female,White,Domestic,United States,New Jersey,English (MA),Unsubmitted
849,21,Female,Hispanic or Latino,Domestic,United States,New Jersey,English (MA),Unsubmitted
852,23,Male,White,Domestic,United States,New Jersey,English (MA),Unsubmitted
854,49,Male,Asian,International,United States,New Jersey,English (MA),Unsubmitted
855,44,Male,Black or African American,Domestic,United States,Pennsylvania,English (MA),Unsubmitted
850,21,Female,None Listed,Domestic,United States,Utah,English (MA),Unsubmitted
848,22,Female,White,Domestic,United States,Vermont,English (MA),Unsubmitted
888,23,Female,Asian,International,India,Kerala,Forensic Science (MS),Unsubmitted
883,23,Female,Black or African American,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
884,22,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
887,22,Female,Asian; White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
889,22,Female,Black or African American,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
890,21,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
891,22,Male,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
892,22,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Unsubmitted
886,17,Female,Black or African American,Domestic,United States,New York,Forensic Science (MS),Unsubmitted
885,22,Female,Hispanic or Latino,Domestic,United States,Texas,Forensic Science (MS),Unsubmitted
905,23,Female,White,Domestic,United States,Maryland,"History (American, Global, Public) (MA)",Unsubmitted
906,44,Female,White,Domestic,United States,New Jersey,"History (American, Global, Public) (MA)",Unsubmitted
930,22,Female,White,Domestic,United States,Mississippi,Liberal Studies (MA),Unsubmitted
927,31,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted
928,26,Female,Asian; White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted
931,25,Male,White,Domestic,United States,Ohio,Liberal Studies (MA),Unsubmitted
929,42,Male,Black or African American,Domestic,United States,Pennsylvania,Liberal Studies (MA),Unsubmitted
925,32,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted
926,18,Female,White,Domestic,United States,New Jersey,Liberal Studies (MA),Unsubmitted
960,33,Female,Black or African American,International,Ghana,Greater Accra,Prevention Science (PHD),Unsubmitted
959,43,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Unsubmitted
964,26,Male,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Unsubmitted
961,30,Female,Hispanic or Latino; White,Domestic,United States,New York,Prevention Science (PHD),Unsubmitted
963,26,Male,White,Domestic,United States,New York,Prevention Science (PHD),Unsubmitted
962,24,Female,White,Domestic,United States,Virginia,Prevention Science (PHD),Unsubmitted
1131,21,Female,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1015,28,Male,Asian,International,Bangladesh,None Listed,Psychology: Psychological Sciences (MA),Unsubmitted
1022,21,Female,Asian,International,Canada,Quebec,Psychology: Psychological Sciences (MA),Unsubmitted
1021,22,Female,Asian,International,China,Beijing,Psychology: Psychological Sciences (MA),Unsubmitted
1014,23,Male,Asian,International,China,None Listed,Psychology: Psychological Sciences (MA),Unsubmitted
1019,21,Female,Asian,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Unsubmitted
1034,24,Female,Asian,International,Mexico,Nuevo Leon,Psychology: Psychological Sciences (MA),Unsubmitted
1020,22,Female,White,Domestic,United States,Alabama,Psychology: Psychological Sciences (MA),Unsubmitted
1031,22,Male,None Listed,International,United States,California,Psychology: Psychological Sciences (MA),Unsubmitted
1028,24,Female,Asian,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Unsubmitted
1016,22,Female,White,Domestic,United States,Florida,Psychology: Psychological Sciences (MA),Unsubmitted
1025,22,Female,White,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Unsubmitted
1024,24,Male,Hispanic or Latino; White,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Unsubmitted
1033,30,Female,Hispanic or Latino,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Unsubmitted
1030,21,Female,White,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Unsubmitted
1005,25,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1006,24,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1007,22,Female,Black or African American; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1008,22,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1009,23,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1010,36,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1012,29,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1017,25,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1018,23,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1023,25,Male,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1026,54,Male,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1027,22,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Unsubmitted
1032,23,Female,Black or African American,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Unsubmitted
1029,23,Female,Black or African American,Domestic,United States,Ohio,Psychology: Psychological Sciences (MA),Unsubmitted
1011,22,Female,White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Unsubmitted
1013,21,Female,White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Unsubmitted
1153,34,Female,Black or African American,International,Kenya,Bungoma,Public Administration - On Campus (MPA),Unsubmitted
1147,23,Male,Black or African American,International,Nigeria,Ogun,Public Administration - On Campus (MPA),Unsubmitted
1152,32,Male,Black or African American,International,Nigeria,Oyo,Public Administration - On Campus (MPA),Unsubmitted
1150,24,Male,White,International,Turkey,AVCILAR,Public Administration - On Campus (MPA),Unsubmitted
1151,32,Female,Asian,Domestic,United States,District of Columbia,Public Administration - On Campus (MPA),Unsubmitted
1149,21,Female,White,Domestic,United States,Kentucky,Public Administration - On Campus (MPA),Unsubmitted
1145,31,Female,White,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Unsubmitted
1148,22,Male,White,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Unsubmitted
1154,27,Female,Black or African American,Domestic,United States,None Listed,Public Administration - On Campus (MPA),Unsubmitted
1146,28,Male,White,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Unsubmitted
1155,38,Male,Black or African American,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Unsubmitted
1133,27,Male,White,Domestic,United States,Illinois,"Public Administration, Executive Program (MPA)",Unsubmitted
1132,38,Male,White,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Unsubmitted
1175,23,Female,Asian,International,India,Gujarat,Public Affairs/Community Development (MS),Unsubmitted
1176,25,Female,White,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Unsubmitted
1177,22,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Unsubmitted
,,Male,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Unsubmitted
52,52,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Unsubmitted
26,26,Female,White,Domestic,United States,Pennsylvania,Public Affairs/Community Development (MS),Unsubmitted
28,28,Female,Asian,Domestic,United States,Virginia,Public Affairs/Community Development (MS),Unsubmitted
29,30,Female,White,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Unsubmitted
56,56,Male,White,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Unsubmitted
47,47,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Unsubmitted
27,27,Female,White,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Unsubmitted
22,22,Female,Black or African American; Hispanic or Latino,Domestic,United States,New York,Teacher Education - Spanish (MAT),Unsubmitted
22,23,Male,White,Domestic,United States,New Jersey,Teacher Education (MAT),Unsubmitted
24,25,Male,White,Domestic,United States,New Jersey,Teacher Education (MAT),Unsubmitted
22,22,Female,White,Domestic,United States,New Jersey,Teacher Education (MAT),Unsubmitted
24,25,Male,White,Domestic,United States,Pennsylvania,Teacher Education (MAT),Unsubmitted
129,23,Female,Asian,International,"Iran, Islamic Republic Of",Tehran,Biology (MS),Submitted App
130,26,Male,White,Domestic,United States,New Jersey,Biology (MS),Submitted App
131,23,Male,None Listed,Domestic,United States,None Listed,Biology (MS),Submitted App
14,36,Female,White,International,"Iran, Islamic Republic Of",Razavi Khorasan,Biology: Computational and Integrative (MS),Submitted App
13,26,Female,Asian,International,Nepal,None Listed,Biology: Computational and Integrative (MS),Submitted App
71,23,Male,Asian,International,Bangladesh,Dhaka,Biology: Computational and Integrative (PHD),Submitted App
74,25,Male,White,International,Canada,Quebec,Biology: Computational and Integrative (PHD),Submitted App
69,36,Female,White,International,"Iran, Islamic Republic Of",Razavi Khorasan,Biology: Computational and Integrative (PHD),Submitted App
73,21,Male,Black or African American; Hispanic or Latino,Domestic,Puerto Rico,Puerto Rico,Biology: Computational and Integrative (PHD),Submitted App
68,32,Male,White,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Submitted App
72,36,Female,Asian,Domestic,United States,New Jersey,Biology: Computational and Integrative (PHD),Submitted App
70,25,Male,White,Domestic,United States,Ohio,Biology: Computational and Integrative (PHD),Submitted App
154,28,Male,White,International,Egypt,None Listed,Business and Science - Computer and Information Sciences (MBS) Camden,Submitted App
155,35,Female,Black or African American,International,Ghana,Bono,Business and Science - Computer and Information Sciences (MBS) Camden,Submitted App
153,35,Male,Asian,International,India,Andhra Pradesh,Business and Science - Computer and Information Sciences (MBS) Camden,Submitted App
156,22,Male,Asian,International,United States,New York,Business and Science - Computer and Information Sciences (MBS) Camden,Submitted App
174,21,Male,Asian; Native Hawaiian or Other Pacific Islander,Domestic,United States,California,Chemistry (MS),Submitted App
163,30,Male,Black or African American,International,Jamaica,None Listed,Chemistry (MS),Submitted App
173,20,Female,Asian,Domestic,United States,New Jersey,Chemistry (MS),Submitted App
181,30,Female,Black or African American,International,Kenya,None Listed,Childhood Studies (MA),Submitted App
180,17,Female,Black or African American; Hispanic or Latino,Domestic,United States,New Jersey,Childhood Studies (MA),Submitted App
197,56,Male,Black or African American,Domestic,United States,New Jersey,Childhood Studies (PHD),Submitted App
198,24,Female,White,Domestic,United States,Pennsylvania,Childhood Studies (PHD),Submitted App
275,46,Male,Asian,International,China,Jiangsu,Computer Science: Scientific Computing (MS),Submitted App
274,34,Male,Black or African American,International,Ghana,Battor,Computer Science: Scientific Computing (MS),Submitted App
261,35,Male,Asian,International,India,Andhra Pradesh,Computer Science: Scientific Computing (MS),Submitted App
271,26,Male,Asian,International,India,Andhra Pradesh,Computer Science: Scientific Computing (MS),Submitted App
286,25,Female,Asian,International,India,Andhra Pradesh,Computer Science: Scientific Computing (MS),Submitted App
262,23,Female,Asian,International,India,Gujrat,Computer Science: Scientific Computing (MS),Submitted App
285,24,Male,Asian,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Submitted App
264,25,Female,None Listed,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App
268,30,Male,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App
276,23,Male,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App
282,21,Female,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App
287,21,Male,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Submitted App
267,29,Male,Asian,International,India,Uttar Pradesh,Computer Science: Scientific Computing (MS),Submitted App
273,21,Female,Asian,International,India,Uttar Pradesh,Computer Science: Scientific Computing (MS),Submitted App
280,23,Male,White,International,"Iran, Islamic Republic Of",East Azerbaijan,Computer Science: Scientific Computing (MS),Submitted App
272,30,Male,Asian; White,International,"Iran, Islamic Republic Of",Kurdistan,Computer Science: Scientific Computing (MS),Submitted App
281,24,Male,White,International,"Iran, Islamic Republic Of",Razavi Khorasan,Computer Science: Scientific Computing (MS),Submitted App
270,22,Female,Black or African American,International,Nigeria,Abuja,Computer Science: Scientific Computing (MS),Submitted App
278,35,Male,Black or African American,International,Nigeria,Lagos,Computer Science: Scientific Computing (MS),Submitted App
279,29,Female,Black or African American,International,Nigeria,Rivers,Computer Science: Scientific Computing (MS),Submitted App
269,23,Male,Asian,International,Pakistan,Sindh,Computer Science: Scientific Computing (MS),Submitted App
265,28,Female,Black or African American,International,Sierra Leone,Freetown/Western,Computer Science: Scientific Computing (MS),Submitted App
266,30,Male,Asian,International,Sri Lanka,Centrel,Computer Science: Scientific Computing (MS),Submitted App
283,28,Male,Asian,International,United States,Illinois,Computer Science: Scientific Computing (MS),Submitted App
263,27,Female,American Indian or Alaska Native,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Submitted App
277,30,Male,Asian,International,United States,Pennsylvania,Computer Science: Scientific Computing (MS),Submitted App
284,23,Male,Asian,Domestic,United States,Pennsylvania,Computer Science: Scientific Computing (MS),Submitted App
341,24,Male,Asian,International,India,Delhi,Creative Writing (MFA) Camden,Submitted App
342,40,Female,White,International,"Iran, Islamic Republic Of",East Azerbaijan,Creative Writing (MFA) Camden,Submitted App
340,31,Male,Black or African American,International,Nigeria,Federal Capital Territory,Creative Writing (MFA) Camden,Submitted App
343,31,Female,Asian,International,Pakistan,Sindh,Creative Writing (MFA) Camden,Submitted App
339,46,Male,Black or African American,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Submitted App
469,25,Male,Black or African American,International,Ethiopia,Wollo,Criminal Justice (MA),Submitted App
468,32,Male,Asian,International,Pakistan,Punjab,Criminal Justice (MA),Submitted App
463,37,Female,Hispanic or Latino,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App
464,23,Female,Black or African American,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App
465,22,Female,White,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App
471,22,Male,Asian,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App
472,34,Male,White,Domestic,United States,New Jersey,Criminal Justice (MA),Submitted App
467,21,Male,White,Domestic,United States,New York,Criminal Justice (MA),Submitted App
470,21,Male,Black or African American,Domestic,United States,Pennsylvania,Criminal Justice (MA),Submitted App
466,18,Male,Hispanic or Latino,Domestic,United States,Texas,Criminal Justice (MA),Submitted App
624,40,Male,Asian,International,Denmark,Capital,Data Science (MS),Submitted App
615,33,Male,None Listed,International,Ghana,Ashanti,Data Science (MS),Submitted App
629,27,Male,Black or African American,International,Ghana,Greater Accra,Data Science (MS),Submitted App
599,22,Male,None Listed,International,India,Andhra Pradesh,Data Science (MS),Submitted App
600,23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App
603,26,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App
621,22,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App
639,27,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Submitted App
616,26,Male,Asian,International,India,Delhi,Data Science (MS),Submitted App
640,22,Male,Asian,International,India,Gujarat,Data Science (MS),Submitted App
606,21,Male,Asian,International,India,Haryana,Data Science (MS),Submitted App
605,25,Female,Asian,International,India,Karnataka,Data Science (MS),Submitted App
622,25,Female,Asian,International,India,Karnataka,Data Science (MS),Submitted App
631,21,Female,Asian,International,India,Karnataka,Data Science (MS),Submitted App
601,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Submitted App
617,23,Male,Asian,International,India,Maharashtra,Data Science (MS),Submitted App
620,24,Male,Asian,International,India,Maharashtra,Data Science (MS),Submitted App
626,23,Female,Asian,International,India,Odisha,Data Science (MS),Submitted App
602,20,Female,Asian,International,India,TamilNadu,Data Science (MS),Submitted App
611,23,Female,Asian,International,India,TamilNadu,Data Science (MS),Submitted App
641,23,Female,Asian,International,India,TamilNadu,Data Science (MS),Submitted App
609,22,Female,Asian,International,India,Telangana,Data Science (MS),Submitted App
610,35,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App
613,23,Female,Asian,International,India,Telangana,Data Science (MS),Submitted App
625,21,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App
632,22,Female,Asian,International,India,Telangana,Data Science (MS),Submitted App
633,23,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App
638,22,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App
627,22,Male,Asian,International,India,Telangana,Data Science (MS),Submitted App
614,21,Female,None Listed,International,Morocco,Fès-Meknès,Data Science (MS),Submitted App
637,30,Male,Black or African American,International,Nigeria,Abuja,Data Science (MS),Submitted App
612,28,Female,Black or African American,International,Nigeria,Lagos,Data Science (MS),Submitted App
628,25,Male,Asian,International,Pakistan,Islamabad,Data Science (MS),Submitted App
607,24,Male,Asian,International,Pakistan,Sindh,Data Science (MS),Submitted App
630,25,Female,Asian,International,Pakistan,Sindh,Data Science (MS),Submitted App
635,25,Male,Asian,International,Pakistan,Sindh,Data Science (MS),Submitted App
634,21,Male,Asian,International,Qatar,None Listed,Data Science (MS),Submitted App
636,28,Female,Black or African American,International,Sierra Leone,Freetown/Western,Data Science (MS),Submitted App
618,23,Male,Black or African American,Domestic,United States,Connecticut,Data Science (MS),Submitted App
604,26,Female,Black or African American,Domestic,United States,New Jersey,Data Science (MS),Submitted App
619,25,Female,None Listed,Domestic,United States,New Jersey,Data Science (MS),Submitted App
608,33,Female,Asian,International,United States,New York,Data Science (MS),Submitted App
623,19,Female,Asian,Domestic,United States,New York,Data Science (MS),Submitted App
858,27,Male,Black or African American,International,Ghana,None Listed,English (MA),Submitted App
859,26,Male,White,International,"Iran, Islamic Republic Of",Tehran,English (MA),Submitted App
861,42,Male,Black or African American,International,Nigeria,Imo State,English (MA),Submitted App
860,22,Female,Black or African American,International,Nigeria,Lagos,English (MA),Submitted App
862,28,Female,Black or African American,International,Nigeria,Lagos,English (MA),Submitted App
857,30,Male,None Listed,Domestic,United States,New Jersey,English (MA),Submitted App
895,23,Male,Asian,International,India,Maharashtra,Forensic Science (MS),Submitted App
893,23,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Forensic Science (MS),Submitted App
896,21,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Submitted App
894,22,Male,White,Domestic,United States,Pennsylvania,Forensic Science (MS),Submitted App
932,48,Female,Black or African American,Domestic,United States,Virginia,Liberal Studies (MA),Submitted App
941,34,Female,Asian,International,Bangladesh,None Listed,Mathematical Sciences (MS),Submitted App
940,22,Female,Asian,International,Canada,Ontario,Mathematical Sciences (MS),Submitted App
939,36,Male,Black or African American,International,Nigeria,Lagos,Mathematical Sciences (MS),Submitted App
965,42,Male,None Listed,Domestic,United States,North Carolina,Prevention Science (PHD),Submitted App
966,57,Female,Black or African American,Domestic,United States,Pennsylvania,Prevention Science (PHD),Submitted App
1046,27,Female,Asian,International,China,Beijin,Psychology: Psychological Sciences (MA),Submitted App
1050,25,Female,Black or African American,International,Ghana,None Listed,Psychology: Psychological Sciences (MA),Submitted App
1042,20,Female,Asian,Domestic,India,Haryana,Psychology: Psychological Sciences (MA),Submitted App
1037,20,Female,Asian,Domestic,India,Karnataka,Psychology: Psychological Sciences (MA),Submitted App
1041,21,Male,Asian,International,"Iran, Islamic Republic Of",None Listed,Psychology: Psychological Sciences (MA),Submitted App
1044,31,Male,White,International,"Iran, Islamic Republic Of",West Azarbaijan,Psychology: Psychological Sciences (MA),Submitted App
1039,18,Female,White,International,Sweden,None Listed,Psychology: Psychological Sciences (MA),Submitted App
1038,21,Male,Hispanic or Latino,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Submitted App
1047,22,Male,Black or African American,Domestic,United States,Illinois,Psychology: Psychological Sciences (MA),Submitted App
1035,22,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1036,37,Female,American Indian or Alaska Native; Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1040,25,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1043,21,Male,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1045,25,Male,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1049,23,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1051,27,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1052,36,Male,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App
1048,26,Female,Black or African American,International,United States,None Listed,Psychology: Psychological Sciences (MA),Submitted App
1159,32,Male,Asian,International,Afghanistan,Paktya,Public Administration - On Campus (MPA),Submitted App
1158,37,Male,Black or African American,International,Ghana,Ashanti,Public Administration - On Campus (MPA),Submitted App
1156,27,Male,Black or African American,International,Guinea,Conakry,Public Administration - On Campus (MPA),Submitted App
1157,32,Male,White,Domestic,United States,Alabama,Public Administration - On Campus (MPA),Submitted App
1135,42,Male,Asian,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Submitted App
1136,51,Female,White,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Submitted App
1137,53,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Submitted App
1134,42,Male,None Listed,Domestic,United States,North Carolina,"Public Administration, Executive Program (MPA)",Submitted App
21,21,Female,Asian,International,China,Beijing,Public Affairs/Community Development (MS),Submitted App
35,35,Male,Black or African American,Domestic,United States,Pennsylvania,Public Affairs/Community Development (MS),Submitted App
46,46,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Submitted App
33,33,Female,Black or African American,International,Nigeria,Benue State,Teacher Education (MAT),Submitted App
20,21,Female,White,Domestic,United States,New Jersey,Teacher Education (MAT),Submitted App
142,29,Male,Black or African American,International,Nigeria,Lagos,Biology (MS),Not Coming (Fall)
115,22,Male,White,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Not Coming (Fall)
159,27,Female,Asian,Domestic,United States,New Jersey,Business and Science - Computer and Information Sciences (MBS) Camden,Not Coming (Fall)
313,21,Female,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Not Coming (Fall)
314,20,Male,Asian,International,India,Telangana,Computer Science: Scientific Computing (MS),Not Coming (Fall)
455,25,Male,Black or African American,Domestic,United States,Florida,Creative Writing (MFA) Camden,Not Coming (Fall)
1142,57,Female,Black or African American,Domestic,United States,New Jersey,"Public Administration, Executive Program (MPA)",Not Coming (Fall)
43,43,Female,Black or African American,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Not Coming (Fall)
41,41,Male,Black or African American,Domestic,United States,New York,Public Affairs/Community Development (PHD),Not Coming (Fall)
